商家名称,商家图片,联系人,联系电话,微信号,入驻时长（单位：月）,商家地址,简介
朝阳桶装水配送,https://poi-pic-gz.cdn.bcebos.com/pic_548f04d9cd687bab84884b21fdd3a999.jpeg,15107059955,15107059955, ,6,平安路318号, 
东润水站,https://taojin-his.cdn.bcebos.com/d4628535e5dde711173283ceaaefce1b9d166122.jpg,07955285151,07955285151, ,6,宜春市高安市高安大道青城林语西南侧约70米, 
康怡饮用水商行,https://poi-pic-gz.cdn.bcebos.com/pic_f3cc490f8c0eda047d04ad34ff648651.jpeg,18307956379/18379088053,18307956379/18379088053, ,6,宜春市丰城市东方红大街丰城市中医院西南侧约210米, 
鑫淼水站,https://poi-pic-gz.cdn.bcebos.com/pic_f3ce035efa1b49b75904280811cbffd8.jpeg,(0797)5633337,(0797)5633337, ,6,江西省赣州市会昌县文武坝路25号, 
润田好水送到家,https://poi-pic-gz.cdn.bcebos.com/pic_621a3aed44571f40e0269c3727e92195.jpeg,(0797)6236563,(0797)6236563, ,6,赣州市于都县文昌路乐都花园北侧约90米, 
农夫山泉(信丰服务店),https://poi-pic-gz.cdn.bcebos.com/pic_7895f0fd16d7fd94158ff94fdf5fb077.jpeg,95077,95077, ,6,赣州市信丰县上坝西巷金色阳光幼儿园(阳明北路)东南侧约50米, 
瑶里山泉(吉马·领秀国际店),https://taojin-his.cdn.bcebos.com/5366d0160924ab18ffa0be6b38fae6cd7b890b33.jpg,(0798)8229009/13319370905,(0798)8229009/13319370905, ,6,江西省景德镇市珠山区中华南路284号, 
月池,https://taojin-his.cdn.bcebos.com/b219ebc4b74543a94f2aebeb13178a82b90114e7.jpg,13767886839/15307991152,13767886839/15307991152, ,6,萍乡市安源区青山路青山中心幼儿园西南侧约180米, 
及时雨水业,https://taojin-his.cdn.bcebos.com/b64543a98226cffc41491f0cb5014a90f603ea29.jpg,15081405317,15081405317, ,6,河北省邯郸市邯山区怀幼街9号, 
农夫山泉桶装水送水站(先锋店),https://photo-meituan.cdn.bcebos.com/photo/173683914446d1ca70e67e2fdd2d348c5d6b1818dd,15532005534/15630098133,15532005534/15630098133, ,6,邯郸市复兴区三合小区南门西50米农夫山泉, 
农夫山泉(光明店),https://poi-pic-gz.cdn.bcebos.com/pic_987ecacb8c91d7fe978e7f6ff67d6c89.jpeg,15830077299,15830077299, ,6,联纺路与电厂街交叉口北行100米路东, 
爱家饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_66455ad7b8de4f224ac9c6c170908bcb.jpeg,(0310)5166222,(0310)5166222, ,6,邯郸市峰峰矿区农场街峰峰矿区朝阳小区东南侧约100米, 
福娃纯净水,https://taojin-his.cdn.bcebos.com/5fdf8db1cb134954e2377add584e9258d1094a5a.jpg,13290400814/13292012989,13290400814/13292012989, ,6,河北省邯郸市大名县大名府路三里店转盘东500米路北, 
信用卡桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_6ecb11cff666f48be430a93a4a71ee30.jpeg,15232821986,15232821986, ,6,邯郸市武安市南门外街宏泰新城东侧约50米, 
馆陶桶装水配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_f6a5bc905ec3a3c3668411ffaeb00e5f.jpeg,19931043066,19931043066, ,6,邯郸市馆陶县金凤街桂园小区, 
小凯恒大饮用水体验馆,https://lbsugc.cdn.bcebos.com/images/B65aa165392fae13922.jpeg,18432896888,18432896888, ,6,邢台市临西县珠江东路颐和绿洲南侧, 
涌泉水店,https://poi-pic-gz.cdn.bcebos.com/pic_452b475ff09fc3ef36c034a6f2fea824.jpeg,(0319)4317680/13400190339,(0319)4317680/13400190339, ,6,邢台市巨鹿县便民街吉祥小区(魏徵北街)北侧约80米, 
天天一泉桶装水(南宫专卖店),https://taojin-his.cdn.bcebos.com/f9dcd100baa1cd11ca1ab89cb712c8fcc2ce2dda.jpg,(0319)5226811/15100905711,(0319)5226811/15100905711, ,6,河北省邢台市南宫市凤凰路378号, 
桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_c3994f47225b49958279ba4ddc4ba9e7.jpeg,15100883456,15100883456, ,6,河北省邢台市信都区富民路72号, 
悠溪泉桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_ca733cb5a8274a167edf7064f481a84e.jpeg,15831116871,15831116871, ,6,邢台市宁晋县东关街宁晋县第一实验小学北侧约80米, 
安仁山泉,https://taojin-his.cdn.bcebos.com/37d3d539b6003af3cb03b5633a2ac65c1038b67c.jpg,(0319)8919111/15530910005,(0319)8919111/15530910005, ,6,河北省邢台市沙河市褡裢街道太行大街670号, 
双源水业,https://poi-pic.cdn.bcebos.com/d3a4ef299def6c0b4518bbac6ecbd327.jpg,15512525077/18332751177,15512525077/18332751177, ,6,唐山市路北区德源里小区305于301中间, 
佳信水业,https://poi-pic-gz.cdn.bcebos.com/pic_f49bd4177a86f2677ac09f35b702bb85.jpg,(0315)3366116,(0315)3366116, ,6,唐山市开平区南北路东城景苑, 
水万家桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_885da915ceec3e2f7469b463b6427840.jpeg,(0315)2918755/15350665085,(0315)2918755/15350665085, ,6,河北省唐山市乐亭县海港经济开发区海景怡园北侧门市, 
东升水站,https://poi-pic-gz.cdn.bcebos.com/pic_9beae2715625f8fedf01f6dce5b29739.jpeg,15133981981,15133981981, ,6,河北省唐山市曹妃甸区建设大街小康西里8号楼, 
品牌桶装水配送,https://lbsugc.cdn.bcebos.com/images/B669741c364eddd39b.jpeg,(0311)85885464,(0311)85885464, ,6,石家庄市裕华区裕翔街石家庄公路主枢纽南焦客运站, 
天然纯水店,https://taojin-his.cdn.bcebos.com/a044ad345982b2b75c67d95c3fadcbef77099baa.jpg,(0311)82520285,(0311)82520285, ,6,石家庄市灵寿县建设大街天苑小区东南侧约60米, 
桃林山泉,https://poi-pic-gz.cdn.bcebos.com/pic_3753c152c50d8335b08993bf19b366ff.jpeg,(0311)84322458/13223422458,(0311)84322458/13223422458, ,6,河北省石家庄市晋州市中兴路467号, 
新乐市乐百氏水店,https://taojin-his.cdn.bcebos.com/342ac65c10385343c81c93849d13b07ecb808847.jpg,15369380358,15369380358, ,6,河北省石家庄市新乐市礼堂北街幸福路滨河北区4号楼5号门市, 
英洋水业,https://poi-pic.cdn.bcebos.com/63b506b673e277832521becbd320a0a8.jpg,(0335)8500000,(0335)8500000, ,6,河北省秦皇岛市海港区巫山路6号, 
绿之源珍味美水业,https://poi-pic-gz.cdn.bcebos.com/pic_c34da1287b216d845ec85d8bf6e8f226.jpeg,(0335)4288377/15203347211,(0335)4288377/15203347211, ,6,河北省秦皇岛市北戴河区金鸽路与北三路交叉口东360米, 
绿之源水业(平安里街店),https://taojin-his.cdn.bcebos.com/0df3d7ca7bcb0a4653c629e66063f6246a60af0d.jpg,13180596262,13180596262, ,6,秦皇岛市山海关区平安里街平安东里西北侧, 
水为贵桶装水(武邑直销总店),https://taojin-his.cdn.bcebos.com/55e736d12f2eb938614e3449db628535e5dd6f6e.jpg,15100381717,15100381717, ,6,河北省衡水市武邑县武邑镇宁武路欢龙庄园(名门华都南50米), 
清源水业,https://taojin-his.cdn.bcebos.com/a8ec8a13632762d088b533a1abec08fa513dc621.jpg,15533187928/18832806986,15533187928/18832806986, ,6,河北省衡水市桃城区永兴西路355号, 
银波纯净水,https://lbsugc.cdn.bcebos.com/images/B65795357b8bee1645e.jpeg,(0318)7532456/(0318)7961118,(0318)7532456/(0318)7961118, ,6,衡水市安平县网都街信合小区, 
沁源送水,https://poi-pic-gz.cdn.bcebos.com/pic_4d8aa364657ed9e872bd9524ba4f9125.jpeg,15031419555,15031419555, ,6,河北省沧州市运河区彩虹桥中心家园楼下, 
天元纯净水,https://taojin-his.cdn.bcebos.com/30adcbef76094b3669a48fd5accc7cd98d109dd0.jpg,(0317)6228079,(0317)6228079, ,6,河北省沧州市盐山县千童大街289号, 
德泉商贸,https://poi-pic-gz.cdn.bcebos.com/pic_e3b827bf0d79613495448495b5ce260e.jpeg,13722736886/18833707669,13722736886/18833707669, ,6,沧州市新华区S283, 
净泉纯净水店,https://poi-pic-gz.cdn.bcebos.com/pic_49ab431b9c297c289a31eb58d413e14e.jpeg,18730779030,18730779030, ,6,沧州市肃宁县清源街春霖一品东侧约120米, 
新雨桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_26c8252176836bb65330beba44237c10.jpeg,15373374119,15373374119, ,6,沧州市黄骅市渤海路海天雅居小区, 
天润水站(海兴店),https://poi-pic-gz.cdn.bcebos.com/pic_b8521108e79d6ce4bf8d9e782291405b.jpeg,13373533572,13373533572, ,6,河北省沧州市海兴县海港路南兴融街西50米(华府嘉苑西门南), 
三爽山泉,https://poi-pic-gz.cdn.bcebos.com/pic_8a9d801ad68f88df84625e7b0adbd0ce.jpg,15028363419/15132393798,15028363419/15132393798, ,6,沙城镇府前街滨河小区一号楼底商, 
信诺便民店水站,https://poi-pic-gz.cdn.bcebos.com/pic_d6601bbcc2b48f7212d6052f3f92f675.jpeg,18131354009,18131354009, ,6,河北省张家口市桥西区西坝岗路40-2号, 
誉阳水业,https://poi-pic-gz.cdn.bcebos.com/pic_97c020dd586f3dd83df76e8061c3d837.jpeg,15803135518,15803135518, ,6,河北省张家口市尚义县一中路南壕堑镇人民政府东北侧约200米, 
博越水业,https://poi-pic-gz.cdn.bcebos.com/pic_41d3104f46437ebc27628eb8f3d146ba.jpeg,(0314)7015935/18233875565,(0314)7015935/18233875565, ,6,承德市丰宁满族自治县宁云巷天鸿家园东南侧约110米, 
桶装水配送中心,https://poi-pic-gz.cdn.bcebos.com/pic_dd0517438b485ed577d0820a17435d42.jpeg,17732370090,17732370090, ,6,承德市双桥区承围线双峰家园东北侧, 
隐源商贸水站,https://lbsugc.cdn.bcebos.com/images/B6631f41cae013439e.jpeg,15101087633,15101087633, ,6,廊坊市香河县五矿万科城碧桐园西北侧约110米, 
遥河水桶装水瓶水永清县总代理,https://poi-pic-gz.cdn.bcebos.com/pic_5eac65390e53461c367fffac40b07b86.jpeg,13463612770,13463612770, ,6,廊坊市永清县裕丰街星宸新天地南侧约30米, 
咏辉水站,https://poi-pic-gz.cdn.bcebos.com/pic_1e747ec7e0643e04ebeb1490747559ed.jpeg,18531816086,18531816086, ,6,天园四期底商2-101门店, 
源达水业,https://taojin-his.cdn.bcebos.com/7c1ed21b0ef41bd56a40dca55cda81cb39db3d4b.jpg,(0316)3137758/(0316)8117758,(0316)3137758/(0316)8117758, ,6,河北省廊坊市三河市贤人西大街249号, 
畅源水站,https://poi-pic-gz.cdn.bcebos.com/pic_cc5e58097100c951b1de5e5b95c25bf0.jpeg,13012072731/19948320268,13012072731/19948320268, ,6,河北省容城县文化街25号, 
乐洋岛公司农夫山泉景田桶装水涿州总经销,https://poi-pic-gz.cdn.bcebos.com/pic_2369ac2e06b1c206f97717a389f8859d.jpeg,5523060,5523060, ,6,清凉寺办事处华阳路光明小区底商, 
尚泉大自然饮用水(乐凯南大街销售部),https://taojin-his.cdn.bcebos.com/aa64034f78f0f73619b54b120555b319ebc4135d.jpg,(0312)8118870,(0312)8118870, ,6,光明路方清园1号楼门脸, 
朱氏田源水站,https://poi-pic-gz.cdn.bcebos.com/pic_c889b8414398ee840218c76db0666095.jpeg,(0312)6252872,(0312)6252872, ,6,保定市蠡县范蠡东路范蠡大观南侧约30米, 
均水益水,https://taojin-his.cdn.bcebos.com/c2fdfc039245d6889e78f28eabc27d1ed21b24a5.jpg,15631202592,15631202592, ,6,保定市定州市兴华东路君悦华府西南侧约80米, 
云水源健康水专家,https://taojin-his.cdn.bcebos.com/e4dde71190ef76c617d2039d9316fdfaaf516700.jpg,18790633100,18790633100, ,6,健康路与胜利路交叉口西南40米, 
水之源桶装水,https://taojin-pic-bj.cdn.bcebos.com/bos_bj_14584530906804f61142a3365c047cc0.jpg,15993058809,15993058809, ,6,东街街道北关大街91号(近家乐福), 
杨姐家政送水郎,https://taojin-his.cdn.bcebos.com/5fdf8db1cb134954fd894048594e9258d1094a03.jpg,13781985030,13781985030, ,6,新乡市牧野区宏力大道中107号, 
吴铮矿泉纯净,https://poi-pic-gz.cdn.bcebos.com/pic_28dac8354dc5608ee706d4274ff40197.jpg,(0373)7288321/18738381619,(0373)7288321/18738381619, ,6,新乡市原阳县民主路祥和小区(西干道)北侧约170米, 
娃哈哈桶装水(卫辉店),https://poi-pic-gz.cdn.bcebos.com/pic_af0d0a2aa2a825ef746fccb0beccd21a.jpeg,03734493777,03734493777, ,6,新乡市卫辉市人民路朝阳花园西北侧约30米, 
上善水业(农夫山泉桶装水),https://poi-pic-gz.cdn.bcebos.com/pic_81babae1ed1e25fc906159c66f36d09c.jpg,(0373)6811666,(0373)6811666, ,6,东新庄共城华庭36号楼1017室, 
明氏送水站,https://lbsugc.cdn.bcebos.com/images/B654b4626d1dc3142f6.jpeg,13783824440,13783824440, ,6,河南省安阳市北关区人民大道41号, 
金康源桶装水,https://taojin-his.cdn.bcebos.com/30adcbef76094b36dddadbc5accc7cd98d109d4a.jpg,(0372)3900110/15837228843,(0372)3900110/15837228843, ,6,安阳市文峰区西营街银座商城(安阳店)南侧约140米, 
庆林送水中心,https://photo-meituan.cdn.bcebos.com/photo/1737963389a316aa440f54a454e071126cc9b9af11,13193528892/15226196080,13193528892/15226196080, ,6,太行路与泰山大道交叉口, 
水店,https://poi-pic-gz.cdn.bcebos.com/pic_761f3f00c9ef4e670138d006824cf3d3.jpeg,15237266871/17629527208,15237266871/17629527208, ,6,安阳市滑县王郑路与成才路交叉路口往南约160米, 
红旗街三全水店,https://taojin-his.cdn.bcebos.com/03087bf40ad162d99ad1e6d21ddfa9ec8b13cdc5.jpg,15139215613,15139215613, ,6,河南省鹤壁市山城区红旗街58号, 
淇之源水业运营中心,https://poi-pic-gz.cdn.bcebos.com/pic_6126bed6368af8f62435bcbbfe43dd64.jpeg,(0392)7231506,(0392)7231506, ,6,鹤壁市淇县东街路淇县中医院西南侧约30米, 
娃哈哈桶装水(新华路专营店),https://poi-pic-gz.cdn.bcebos.com/pic_d20f7f420114a6bddeefe24d057acca7.jpeg,13782120325/18336660722,13782120325/18336660722, ,6,河南省南阳市卧龙区新华西路新西鞋城22号, 
中原伏牛山泉(镇平县总店),https://poi-pic-gz.cdn.bcebos.com/pic_f3735126826be63d87b0a47971586658.jpeg,18736616596,18736616596, ,6,南阳市镇平县新华路镇平汽车站东南侧约80米, 
乐百氏娃哈哈桶装水(潢川总代理),https://taojin-his.cdn.bcebos.com/d009b3de9c82d158695f9ab18d0a19d8bd3e42d5.jpg,18437695666,18437695666, ,6,信阳市潢川县沿河路光州国际酒店东南侧约260米, 
亿桶天下山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_2553c3ea31f5f3f2afdb6799c4c641af.jpeg,(0376)4095155/(0376)4095255/(0376)4095355,(0376)4095155/(0376)4095255/(0376)4095355, ,6,信阳市固始县黄河路金色童年幼儿园北侧约60米, 
信阳桶装水配送中心,https://photo-meituan.cdn.bcebos.com/photo/16980534734cadba4e4816fbec1d25bde3cddf084a,18337631175,18337631175, ,6,新五大道政和花园C区8号楼4单元, 
桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_a3ac33afd0289332fa13bc2a9cee78f8.jpeg,15036910082,15036910082, ,6,驻马店市驿城区十三香路小天使幼儿园北侧约140米, 
龙口深泉西平总代理,https://poi-pic-gz.cdn.bcebos.com/pic_f4aa74389dddf7e939f9a2ecde51b760.jpeg,13949577957,13949577957, ,6,河南省驻马店市西平县西平大道25号, 
同城水店,https://poi-pic-gz.cdn.bcebos.com/pic_b92bcf0da32438c1a54479adf527ce23.jpeg,17339661998,17339661998, ,6,驻马店市平舆县红河路如家宾馆南侧约170米, 
广源泉纯净水,https://lbsugc.cdn.bcebos.com/images/B64fd68123896d9cc5.jpeg,17518836388,17518836388, ,6,河南省驻马店市上蔡县向阳路48号, 
盘古山泉供水站,https://poi-pic-gz.cdn.bcebos.com/pic_6749916a6dcc30bbf254c1788b005f46.jpeg,13939671211,13939671211, ,6,驻马店市泌阳县文明路泌阳汽车站西南侧约240米, 
鸡公山山泉水项城运营中心,https://poi-pic-gz.cdn.bcebos.com/pic_cdd9955c47f027aa8ef23d2118bd8dbe.jpeg,13033970881/15638021828,13033970881/15638021828, ,6,周口市项城市湖滨路湖滨华园西南侧约160米, 
农夫山泉(兆丰大道店),https://taojin-his.cdn.bcebos.com/279759ee3d6d55fbcc24eb3c62224f4a21a4ddce.jpg,(0394)5105669/13939440079/15738631856,(0394)5105669/13939440079/15738631856, ,6,周口市沈丘县兆丰大道爱琴海商务宾馆西南侧约50米, 
老史送水,https://poi-pic-gz.cdn.bcebos.com/pic_45513ce12fe008ab59161d4e12bb11ce.jpeg,(0394)8526496/19939412398,(0394)8526496/19939412398, ,6,周口市川汇区新民路周口一峰梦想城北侧约170米, 
家乐福雪糕百货批发,https://taojin-his.cdn.bcebos.com/024f78f0f736afc3d4334ff2b519ebc4b745126d.jpg,13213923123/13839299567,13213923123/13839299567, ,6,黄河东路3909号, 
万生源纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_fb673baecfefd30250ce9bba5e98516b.jpeg,(0393)5970889/18439387126,(0393)5970889/18439387126, ,6,濮阳市范县板桥路阳光宝贝幼儿园东南侧约40米, 
九九酒水坊,https://poi-pic-gz.cdn.bcebos.com/pic_eec0740034b9df28d551497c4c79f6a0.jpeg,18103931999/18236020666,18103931999/18236020666, ,6,濮阳市台前县凤台大道蓓蕾幼儿园东北侧约190米, 
丹江口水源,https://taojin-his.cdn.bcebos.com/b3119313b07eca806aa040289d2397dda0448353.jpg,18939387377,18939387377, ,6,濮阳市南乐县开元南路吉祥花园(花园路)西侧约220米, 
山泉水业,https://taojin-his.cdn.bcebos.com/8601a18b87d6277f889af0bb21381f30e824fcad.jpg,(0398)3160765/15238444765,(0398)3160765/15238444765, ,6,三门峡市湖滨区湖滨街道火车站铁中幼儿园隔壁, 
亿露水业销售处,https://poi-pic-gz.cdn.bcebos.com/pic_1c48e873df368c25cee50cad04981d32.jpeg,(0398)5659988,(0398)5659988, ,6,三门峡市义马市人民路义煤千秋矿千园小区, 
百福泉水业,https://poi-pic-gz.cdn.bcebos.com/pic_774ded3660721b3b47c91aef5a1918bb.jpeg,(0398)2243456,(0398)2243456, ,6,三门峡市陕州区广场路峡西汽车站西南侧约130米, 
橡树园水业,https://taojin-his.cdn.bcebos.com/caef76094b36acafd8b5d12672d98d1000e99c97.jpg,(0398)2244444/(0398)8867793,(0398)2244444/(0398)8867793, ,6,三门峡市灵宝市仁和路城关中心幼儿园西北侧约160米, 
龙森桶装水配送,https://lbsugc.cdn.bcebos.com/images/B667844a6f22808949.jpeg,18739054234,18739054234, ,6,洛阳市洛龙区滨河南路东方今典花样年华西南侧, 
四季山泉桶装水,https://taojin-his.cdn.bcebos.com/9f510fb30f2442a76310ea47dd43ad4bd1130231.jpg,(0379)60858663/13525439785,(0379)60858663/13525439785, ,6,杜康大道西段南街小学楼下, 
实华水业(聚福巷西南),https://poi-pic-gz.cdn.bcebos.com/pic_8c28a1674d4c24d7429946f2b53c7024.jpeg,(0379)68330761,(0379)68330761, ,6,河南省洛阳市伊川县文化北路277号, 
农夫山泉(七里河店),https://lbsugc.cdn.bcebos.com/images/B662483c3399d01436d.jpeg,13937970295,13937970295, ,6,洛阳市涧西区唐宫西路泰山新村小区东北侧约30米, 
饮用纯净水,https://taojin-his.cdn.bcebos.com/77c6a7efce1b9d16c560e253fadeb48f8c546458.jpg,(0379)66232233,(0379)66232233, ,6,洛阳市洛宁县京宁路洛宁爱德医院西侧约110米, 
白云山泉纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_798ee81849a1189dbaea788506a020fe.jpg,(0379)66315118/(0379)80895538,(0379)66315118/(0379)80895538, ,6,洛阳市嵩县水源街白云公寓(白云大道)西南侧, 
首阳山泉纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_e46bc568d487b45bdd843525f61c6abe.jpeg,(0379)67552776,(0379)67552776, ,6,河南省洛阳市偃师区强胜公司西100米, 
三毛水业(汉兴路店),https://taojin-his.cdn.bcebos.com/c9fcc3cec3fdfc0381507877df3f8794a5c226d0.jpg,(0371)23854881,(0371)23854881, ,6,河南省开封市龙亭区夷山大街181号, 
美丽泉天然富硒弱碱水(祥符区店),https://poi-pic-gz.cdn.bcebos.com/pic_bb1f51a8f8ccc60bd7505a34bf4f8a98.jpeg,(0371)23253213,(0371)23253213, ,6,河南省开封市祥符区祥符大道215号, 
农夫山泉(汴京路南街店),https://poi-pic-gz.cdn.bcebos.com/pic_3f2d3dc0c04baf01c4cbf83d9dcf6ec2.jpeg,13383785872,13383785872, ,6,河南省开封市顺河回族区汴京路南街8号, 
农夫山泉恒大娃哈哈送水,https://lbsugc.cdn.bcebos.com/images/9696a27a1412aa8c02fbefbdc3c62b1e_5953.jpeg,13333810030,13333810030, ,6,河南省郑州市金水区红专路111号, 
润万家送水站,https://taojin-his.cdn.bcebos.com/9f510fb30f2442a7ca2300a4dc43ad4bd1130285.jpg,13460334037,13460334037, ,6,河南省郑州市新郑市龙湖镇祥和路10号, 
红彬送水门市,https://taojin-pic-bj.cdn.bcebos.com/bos_bj_2931efc890db0f2a81b8792ad420c1f8.jpg,13783517073,13783517073, ,6,郑州市登封市南二环白坪新区-B区, 
九凤山泉(军民街店),https://taojin-his.cdn.bcebos.com/7a899e510fb30f2452c610b2c695d143ad4b0326.jpg,13939182753,13939182753, ,6,军民街华园小区3号楼, 
亿家水便利,https://poi-pic-gz.cdn.bcebos.com/pic_846f74c785563a5a7625e76d090322ca.jpeg,(0391)3936665,(0391)3936665, ,6,河南省焦作市山阳区光亚二街南50米, 
西格尔桶装水,https://taojin-his.cdn.bcebos.com/fd039245d688d43f767d74a9731ed21b0ff43b91.jpg,(0391)8100857/13839101444,(0391)8100857/13839101444, ,6,黄河大道29附近曹记小吃, 
天下水坊(焦作市经销商),https://taojin-his.cdn.bcebos.com/b2de9c82d158ccbfa26d4c3f16d8bc3eb03541e6.jpg,19939106388,19939106388, ,6,河南省焦作市马村区人民路(鸿运国际商城), 
腊梅园饮用水总代理,https://taojin-his.cdn.bcebos.com/e7cd7b899e510fb3431cc9e4d633c895d1430cbf.jpg,15237507807,15237507807, ,6,河南省平顶山市湛河区商贸街东9号, 
孤石山泉(民意路水站),https://taojin-his.cdn.bcebos.com/8435e5dde71190ef1706bdacc11b9d16fcfa60c7.jpg,15137552000,15137552000, ,6,平顶山市新华区民意路长青佳苑北侧, 
安吉尔纯净水(一矿路店),https://taojin-his.cdn.bcebos.com/c2cec3fdfc039245f5e84a9a8b94a4c27c1e25c1.jpg,(0375)2675728,(0375)2675728, ,6,平顶山市卫东区一矿路平顶山市卫东区北环路小学东南侧约120米, 
豫源康天然泉水(龙兴北路店),https://taojin-his.cdn.bcebos.com/4b90f603738da977ed419516bd51f8198618e3a5.jpg,13213801778,13213801778, ,6,平顶山市宝丰县人民路宝丰县政府东南侧约160米, 
信阳鸡公山天然山泉水总经销,https://lbsugc.cdn.bcebos.com/images/B64b768a1bd17b6ee2.jpeg,(0370)2623661/13703701838,(0370)2623661/13703701838, ,6,河南省商丘市梁园区酒厂路7号, 
茶基信阳饮用天然水,https://poi-pic-gz.cdn.bcebos.com/pic_f49825d6f27738277ff9f66990ba4208.jpeg,(0370)8677678,(0370)8677678, ,6,河南省商丘市民权县城关镇消防路小哈佛幼儿园, 
缘动力桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_60e66f997c75621a2c84952a10bfabd1.jpeg,15303955511,15303955511, ,6,漯河市郾城区外贸巷雅庭文苑北侧约140米, 
淘淘水行,https://taojin-his.cdn.bcebos.com/32fa828ba61ea8d3924e7441990a304e251f5802.jpg,13183213965/18639538178,13183213965/18639538178, ,6,漯河市召陵区漓江路漓江阳光幼儿园西侧, 
源泉净水屋,https://poi-pic-gz.cdn.bcebos.com/pic_477e1c78f5237ab6458b320d7f44f668.jpeg,(0395)7223168/15518212168,(0395)7223168/15518212168, ,6,漯河市舞阳县厦门路舞泉柴庄社区西北侧约110米, 
诚信桶装水,https://taojin-his.cdn.bcebos.com/d000baa1cd11728b05ffcf6dc6fcc3cec2fd2caa.jpg,18937443956,18937443956, ,6,河南省许昌市长葛市视察路79号, 
娃哈哈农夫山泉送水店(金职院店),https://poi-pic-gz.cdn.bcebos.com/pic_a8053f2f6f8239edda4301b0b64b556f.jpeg,15325919990,15325919990, ,6,浙江省金华市婺城区壶源路168号, 
兰溪市万源桶装水经营部,https://poi-pic-gz.cdn.bcebos.com/pic_14441f09f3486bd52cd42eeeb267dfc6.jpeg,15867959189,15867959189, ,6,金华市兰溪市兰花路162号娃哈哈纯净水娃哈哈矿物质水农夫山泉天然水千岛湖天然水金兰滩竹源天然水, 
小廖送水站,https://taojin-his.cdn.bcebos.com/d0c8a786c9177f3e2c74aad07ecf3bc79e3d56ae.jpg,15088294868,15088294868, ,6,浙江省金华市东阳市横店镇兴盛路172号, 
娃哈哈送水部,https://taojin-his.cdn.bcebos.com/8326cffc1e178a82a8fca908f803738da877e852.jpg,13506595812/13758996462,13506595812/13758996462, ,6,浙江省金华市永康市世方东路547号, 
农夫山泉送水到府(福田店),https://poi-pic-gz.cdn.bcebos.com/pic_51429a57c3ab668f2d5f87ef4ae387a9.jpeg,15088264523,15088264523, ,6,浙江省金华市义乌市福田二区50栋6号, 
畲乡山泉,https://taojin-his.cdn.bcebos.com/279759ee3d6d55fbf4a6a33562224f4a20a4dd45.jpg,(0579)87666969,(0579)87666969, ,6,浙江省金华市武义县中原中路148号, 
农夫山泉(恒昌大道店),https://poi-pic-gz.cdn.bcebos.com/pic_454f83e8808673c2c1f093722b9b3c6c.jpeg,95077,95077, ,6,浙江省金华市浦江县恒昌大道21号, 
十八龙潭饮用天然水,https://taojin-his.cdn.bcebos.com/b64543a98226cffc9890e61ab7014a90f703eae4.jpg,13757623882,13757623882, ,6,浙江省台州市临海市下朱路8号, 
娃哈哈桶装水(景元路店),https://taojin-his.cdn.bcebos.com/b03533fa828ba61e2c92e2f24f34970a314e59ea.jpg,(0576)88587181,(0576)88587181, ,6,浙江省台州市椒江区景元路195~197号1单元402号, 
泽国桶装水专卖店,https://poi-pic-gz.cdn.bcebos.com/pic_6719db289830fcea99d28b97a38e8899.jpeg,15355666588,15355666588, ,6,台州市温岭市泽楚路贝贝幼儿园(南二环路店)北侧, 
千岛湖纯净水,https://poi-pic-gz.cdn.bcebos.com/pic_dd1158c8574aedc9850618a27ebd75f6.jpeg,(0576)84359363,(0576)84359363, ,6,台州市黄岩区西范街黄岩公安分局新前派出所东南侧, 
浙江松阳县张氏饮用水供应站,https://taojin-his.cdn.bcebos.com/bba1cd11728b471031f3f925cdcec3fdfd03237e.jpg,(0578)8065998/13372388267/13867045699,(0578)8065998/13372388267/13867045699, ,6,浙江省丽水市松阳县西屏街道新华路113号, 
庆元合顺胶水配送店,https://poi-pic.cdn.bcebos.com/16fc92e2c2aa8016c4116a41d8178090.jpg,15157822680,15157822680, ,6,丽水市庆元县菇源路翔龙佳苑北侧, 
小祥送水,https://poi-pic-gz.cdn.bcebos.com/pic_8595ef5af1cb350d60d0ed971ee81ed8.jpg,15057099684,15057099684, ,6,浙江省衢州市衢江区振兴中路三巷20号, 
水伯伯桶装水经销商,https://taojin-his.cdn.bcebos.com/2f738bd4b31c8701c4482738297f9e2f0608ff76.jpg,15325409295,15325409295, ,6,兴龙南路12号, 
三衢山泉饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_6f678393cc476e440a1413a83b607395.jpg,(0570)5025025/13867010999,(0570)5025025/13867010999, ,6,衢州市常山县白龙路常山县文峰广场南侧约60米, 
